Palavra,Documentos
anos,"[(1, 1), (3, 1), (5, 1), (8, 1), (10, 1), (12, 3), (13, 3), (15, 1), (16, 1), (17, 1), (20, 1), (22, 1), (24, 2), (25, 1), (26, 1), (27, 2), (28, 1), (29, 2), (30, 1), (32, 4), (34, 2), (36, 1), (39, 1), (43, 2), (44, 2), (46, 1), (52, 1), (53, 4), (55, 3), (56, 1), (57, 1), (58, 5), (63, 2), (68, 2), (77, 1), (80, 1), (82, 4), (83, 1), (85, 1), (87, 1), (89, 1), (93, 1), (95, 4), (96, 3), (100, 2), (103, 3), (104, 4), (105, 2), (107, 7), (108, 1), (109, 2), (110, 2), (113, 2), (114, 2), (117, 1), (118, 2), (119, 1), (120, 2), (127, 1), (131, 5), (133, 1), (139, 2), (141, 1), (144, 2), (145, 1), (146, 2), (147, 2), (148, 2), (149, 44), (150, 1), (152, 1), (156, 1), (157, 8), (158, 20), (159, 5), (160, 3), (161, 2), (162, 4), (163, 4), (164, 4), (165, 3), (170, 2), (171, 4), (173, 1), (175, 3), (177, 4), (182, 1), (183, 1), (184, 1), (186, 1), (188, 3), (193, 4), (194, 44), (196, 1), (197, 4), (199, 12), (200, 1), (201, 1), (202, 2), (203, 2), (204, 1), (205, 4), (206, 3), (207, 1), (208, 1), (210, 1), (212, 4), (214, 10), (215, 4), (216, 3), (217, 1), (218, 3), (220, 2), (224, 1), (228, 1), (229, 1), (231, 1), (232, 1), (233, 2), (235, 2), (236, 4), (239, 2), (240, 2), (245, 2), (247, 1), (248, 4), (249, 5), (250, 2), (252, 1), (253, 1), (255, 2), (256, 1), (261, 3), (262, 2), (263, 3), (264, 1), (265, 1), (266, 6), (267, 4), (269, 2), (271, 1), (272, 1), (273, 4), (274, 1)]"
mortes,"[(1, 4), (32, 1), (70, 1), (81, 2), (156, 1), (210, 1), (240, 1), (254, 1), (266, 1)]"
nascidos,"[(1, 2), (9, 1)]"
vivos,"[(1, 2)]"
hospitais,"[(1, 1), (32, 1), (63, 1), (68, 6), (247, 1)]"
ainda,"[(1, 1), (2, 1), (5, 2), (6, 1), (7, 3), (8, 1), (13, 1), (15, 2), (16, 1), (17, 5), (19, 2), (20, 2), (23, 1), (24, 3), (26, 1), (27, 1), (30, 1), (32, 1), (38, 1), (42, 1), (43, 1), (45, 1), (47, 4), (53, 3), (55, 1), (56, 1), (61, 1), (62, 1), (67, 4), (68, 1), (69, 1), (70, 3), (72, 4), (74, 1), (76, 4), (77, 3), (78, 1), (81, 1), (82, 1), (83, 2), (87, 1), (89, 3), (90, 1), (91, 2), (92, 2), (95, 5), (96, 3), (100, 2), (101, 4), (102, 2), (103, 1), (104, 2), (105, 3), (106, 2), (107, 1), (108, 2), (109, 2), (111, 2), (113, 1), (114, 3), (118, 3), (121, 1), (128, 2), (129, 1), (131, 1), (133, 1), (134, 2), (136, 2), (138, 2), (140, 1), (141, 1), (146, 4), (148, 1), (149, 1), (150, 1), (153, 1), (154, 1), (156, 3), (157, 1), (158, 3), (161, 2), (162, 1), (163, 2), (164, 4), (167, 1), (171, 2), (174, 1), (176, 1), (177, 2), (179, 3), (182, 2), (183, 1), (185, 1), (186, 1), (187, 1), (188, 1), (192, 2), (193, 1), (194, 1), (195, 1), (201, 2), (202, 1), (203, 1), (207, 3), (214, 3), (216, 1), (217, 1), (218, 3), (219, 3), (220, 3), (223, 1), (224, 3), (225, 1), (228, 1), (230, 1), (231, 1), (232, 1), (234, 2), (235, 1), (236, 2), (240, 1), (242, 1), (243, 2), (244, 1), (245, 4), (246, 1), (248, 1), (249, 7), (250, 1), (253, 3), (254, 6), (257, 4), (258, 2), (263, 1), (264, 1), (265, 2), (266, 1), (267, 2), (272, 1), (273, 1), (274, 2), (275, 2), (276, 3), (277, 1), (278, 2)]"
pior,"[(1, 1), (6, 1), (17, 1), (20, 2), (61, 3), (112, 2), (120, 1), (128, 1), (160, 1), (165, 1), (177, 2), (187, 1), (196, 1), (249, 1)]"
neonatais,"[(1, 1)]"
aumentaram,"[(1, 1), (160, 1), (204, 1)]"
infantis,"[(1, 1)]"
dobrou,"[(1, 1), (266, 2)]"
ajuda,"[(1, 4), (24, 2), (32, 1), (63, 1), (126, 1), (134, 4), (136, 9), (152, 1), (160, 1), (183, 2), (187, 1), (254, 1), (264, 1), (266, 1)]"
internacional,"[(1, 1), (4, 1), (6, 3), (12, 1), (17, 1), (18, 1), (19, 1), (24, 3), (26, 1), (28, 1), (29, 1), (32, 1), (38, 3), (50, 1), (51, 1), (58, 1), (68, 1), (70, 1), (73, 1), (77, 1), (81, 1), (85, 1), (94, 3), (96, 1), (113, 1), (114, 1), (119, 1), (133, 1), (136, 3), (140, 1), (141, 2), (145, 1), (150, 1), (152, 2), (173, 2), (174, 2), (181, 1), (187, 1), (188, 1), (196, 2), (208, 1), (217, 3), (218, 1), (219, 1), (220, 2), (225, 1), (229, 1), (232, 4), (235, 6), (246, 2), (254, 1), (263, 1), (272, 2)]"
crescimento,"[(1, 1), (4, 6), (6, 2), (18, 4), (20, 1), (30, 2), (53, 4), (58, 1), (61, 1), (79, 1), (113, 2), (139, 2), (164, 3), (177, 1), (184, 2), (193, 1), (202, 1), (205, 2), (206, 3), (214, 1), (218, 1), (219, 1), (232, 1), (245, 2), (266, 1), (269, 2)]"
após,"[(1, 1), (2, 2), (6, 1), (11, 1), (15, 1), (16, 3), (19, 1), (23, 1), (24, 1), (27, 1), (29, 1), (30, 3), (35, 1), (39, 1), (44, 1), (48, 1), (53, 1), (56, 1), (61, 1), (65, 1), (70, 2), (76, 1), (92, 2), (95, 3), (96, 1), (97, 1), (99, 1), (100, 3), (103, 1), (105, 1), (106, 1), (107, 2), (110, 2), (121, 1), (128, 2), (138, 1), (140, 3), (141, 1), (143, 1), (144, 1), (146, 1), (147, 1), (148, 1), (156, 1), (161, 1), (163, 1), (164, 2), (171, 1), (172, 1), (173, 2), (177, 4), (181, 1), (183, 1), (192, 1), (193, 2), (197, 2), (199, 3), (202, 2), (203, 2), (205, 1), (207, 1), (211, 1), (217, 1), (219, 1), (228, 1), (229, 2), (231, 2), (233, 4), (240, 1), (242, 2), (244, 1), (245, 1), (248, 1), (250, 1), (254, 4), (255, 1), (257, 1), (258, 2), (262, 1), (264, 1), (266, 2), (269, 2), (270, 1), (274, 2), (275, 1), (276, 1), (277, 1)]"
mudança,"[(1, 1), (17, 1), (32, 1), (53, 1), (58, 1), (63, 1), (72, 1), (88, 1), (93, 1), (94, 1), (95, 1), (100, 1), (102, 1), (118, 1), (124, 1), (129, 1), (131, 1), (133, 2), (140, 1), (157, 1), (166, 3), (169, 1), (174, 1), (187, 1), (212, 2), (214, 1), (233, 1), (236, 1), (262, 1), (269, 1)]"
discurso,"[(1, 1), (7, 1), (15, 3), (22, 1), (24, 1), (26, 1), (56, 1), (61, 1), (62, 1), (64, 1), (66, 2), (70, 1), (76, 1), (79, 1), (80, 1), (88, 1), (103, 1), (104, 1), (105, 1), (110, 2), (113, 1), (122, 1), (138, 2), (141, 3), (152, 2), (153, 1), (154, 1), (161, 3), (163, 1), (164, 2), (170, 1), (174, 1), (187, 1), (193, 1), (195, 2), (197, 1), (205, 1), (209, 1), (218, 1), (219, 1), (229, 1), (231, 1), (245, 1), (266, 3), (269, 1), (272, 1)]"
negar,"[(1, 1), (7, 1), (104, 1), (177, 1), (190, 1), (208, 1), (235, 2), (246, 1), (249, 1)]"
totalmente,"[(1, 1), (58, 1), (68, 1), (128, 1), (145, 1), (202, 1), (215, 1), (218, 1), (235, 1), (248, 1), (253, 1), (257, 1)]"
humana,"[(1, 1), (72, 2), (263, 2)]"
econ,"[(1, 1), (4, 1), (6, 3), (15, 1), (17, 2), (18, 1), (20, 1), (26, 2), (27, 1), (34, 1), (58, 1), (68, 1), (70, 1), (77, 3), (79, 1), (97, 1), (113, 3), (114, 2), (124, 2), (128, 2), (129, 1), (133, 2), (141, 2), (143, 1), (145, 1), (146, 2), (150, 1), (152, 1), (156, 1), (164, 1), (169, 1), (171, 1), (177, 1), (180, 3), (181, 1), (183, 1), (184, 5), (187, 2), (206, 3), (219, 3), (220, 1), (221, 1), (225, 2), (228, 1), (231, 1), (232, 1), (234, 2), (245, 5), (249, 1), (254, 2), (257, 1), (261, 1), (269, 4), (272, 1)]"
mica,"[(1, 1), (6, 2), (17, 2), (34, 1), (68, 1), (77, 1), (114, 1), (124, 1), (128, 1), (141, 2), (143, 1), (146, 1), (150, 1), (152, 1), (156, 1), (164, 1), (171, 1), (177, 1), (180, 1), (183, 1), (184, 1), (206, 1), (225, 1), (245, 3), (254, 1), (261, 1), (272, 1)]"
entretanto,"[(1, 1), (86, 1), (102, 1), (174, 1), (196, 1), (206, 1), (232, 1)]"
sustentou,"[(1, 1)]"
sustenta,"[(1, 1), (15, 2), (17, 1), (107, 1), (236, 1)]"
escassez,"[(1, 2), (42, 1), (150, 1), (195, 1)]"
ver,"[(1, 1), (7, 1), (31, 1), (49, 1), (65, 1), (66, 2), (70, 1), (89, 1), (91, 1), (94, 1), (102, 1), (105, 1), (106, 1), (110, 1), (118, 1), (121, 1), (127, 1), (129, 1), (153, 1), (154, 1), (176, 1), (179, 1), (197, 1), (205, 1), (219, 1), (220, 1), (228, 1), (249, 2), (252, 1), (263, 1), (266, 2), (270, 4)]"
sanções,"[(1, 1), (124, 2), (127, 2), (128, 5), (133, 1), (134, 1), (135, 3), (272, 2), (274, 1)]"
impostas,"[(1, 1), (20, 1), (135, 1), (274, 1)]"
eua,"[(1, 1), (13, 4), (66, 1), (111, 3), (113, 1), (114, 4), (118, 1), (122, 6), (124, 1), (127, 2), (128, 5), (129, 1), (133, 9), (134, 1), (135, 1), (138, 1), (140, 6), (164, 1), (173, 1), (174, 1), (196, 1), (208, 6), (218, 1), (220, 2), (224, 1), (232, 5), (235, 1), (261, 3), (263, 1), (264, 2), (268, 4), (272, 10), (273, 3), (274, 7)]"
governamentais,"[(1, 1), (34, 1), (218, 1)]"
têm,"[(1, 1), (6, 1), (9, 1), (13, 1), (38, 1), (44, 1), (56, 3), (57, 1), (66, 1), (68, 1), (70, 1), (74, 1), (77, 1), (80, 1), (87, 1), (91, 1), (96, 1), (100, 2), (106, 1), (109, 1), (111, 1), (118, 1), (121, 1), (129, 1), (130, 1), (131, 1), (133, 1), (135, 1), (136, 1), (156, 1), (159, 1), (160, 1), (171, 2), (172, 1), (175, 1), (179, 2), (193, 1), (195, 1), (205, 1), (215, 1), (218, 5), (224, 1), (225, 1), (232, 1), (240, 1), (245, 1), (246, 1), (254, 3), (272, 2)]"
relatado,"[(1, 1), (37, 1), (66, 1)]"
consistentemente,"[(1, 1)]"
suficiente,"[(1, 1), (29, 1), (81, 1), (107, 1), (121, 2), (140, 1), (141, 1), (200, 1), (201, 1), (219, 1), (228, 1), (231, 1), (234, 1), (245, 1)]"
cobrir,"[(1, 1), (74, 1), (95, 1)]"
necessidades,"[(1, 1), (4, 1), (127, 1), (216, 1)]"
urgentes,"[(1, 1), (25, 1), (257, 1)]"
população,"[(1, 1), (4, 1), (6, 1), (17, 3), (24, 1), (31, 1), (61, 1), (63, 1), (76, 1), (77, 2), (83, 1), (84, 3), (85, 1), (106, 1), (109, 1), (119, 1), (127, 2), (130, 3), (131, 1), (143, 1), (144, 1), (145, 1), (146, 2), (152, 2), (153, 1), (154, 1), (163, 2), (169, 1), (187, 4), (188, 1), (196, 1), (198, 1), (203, 1), (206, 2), (214, 1), (216, 3), (217, 1), (218, 3), (219, 1), (223, 1), (229, 1), (230, 1), (237, 1), (245, 3), (254, 3), (257, 1), (265, 1), (266, 2), (269, 1), (270, 1), (271, 1)]"
tamara,"[(1, 3)]"
taraciuk,"[(1, 1)]"
venezuelana,"[(1, 2), (4, 1), (24, 1), (134, 2), (136, 1), (138, 2), (140, 1), (141, 3), (143, 2), (146, 1), (147, 1), (152, 5), (160, 1)]"
radicada,"[(1, 1)]"
argentina,"[(1, 1), (4, 2), (6, 1), (24, 1), (26, 2), (31, 2), (38, 2), (100, 1), (114, 1), (140, 1), (153, 1), (154, 1), (156, 1), (172, 1), (204, 1), (242, 1), (243, 1), (245, 9), (248, 1)]"
responsáveis,"[(1, 1), (39, 1), (104, 1), (108, 1), (129, 1), (158, 1), (167, 1), (242, 1), (254, 1)]"
conta,"[(1, 1), (6, 1), (17, 2), (24, 1), (32, 2), (40, 2), (45, 1), (51, 4), (53, 11), (61, 1), (66, 2), (67, 1), (81, 1), (85, 1), (88, 1), (89, 1), (97, 1), (100, 2), (102, 1), (103, 7), (104, 1), (106, 1), (119, 1), (121, 1), (130, 1), (133, 1), (138, 2), (140, 2), (145, 1), (147, 2), (153, 1), (154, 1), (158, 2), (160, 5), (163, 1), (177, 3), (178, 1), (187, 1), (192, 5), (193, 1), (196, 1), (200, 2), (206, 1), (214, 1), (215, 2), (218, 1), (220, 2), (223, 1), (224, 1), (231, 1), (234, 1), (240, 2), (245, 1), (249, 1), (250, 1), (252, 1), (253, 1), (254, 3), (258, 2), (263, 1), (266, 2), (267, 1), (278, 1)]"
consequência,"[(1, 1), (4, 1), (66, 1), (72, 1), (79, 2), (138, 1), (146, 1), (184, 1), (195, 1)]"
gestão,"[(1, 1), (6, 2), (26, 1), (45, 1), (56, 1), (106, 1), (107, 1), (109, 1), (136, 1), (152, 1), (177, 2), (180, 3), (201, 2), (218, 1), (233, 1), (240, 2), (245, 1)]"
nícolas,"[(1, 1)]"
esconde,"[(1, 1), (111, 1)]"
maquiar,"[(1, 1)]"
magnitude,"[(1, 1)]"
milhões,"[(1, 1), (4, 2), (6, 1), (7, 2), (15, 1), (18, 3), (34, 1), (38, 1), (48, 2), (57, 1), (61, 1), (63, 1), (76, 1), (85, 2), (94, 1), (95, 11), (103, 1), (119, 1), (123, 1), (127, 1), (130, 1), (137, 2), (141, 1), (143, 3), (146, 2), (150, 1), (157, 1), (164, 4), (169, 2), (177, 12), (183, 1), (188, 1), (190, 1), (198, 2), (201, 1), (203, 1), (220, 2), (229, 1), (233, 3), (234, 1), (240, 3), (242, 1), (248, 3), (249, 3), (252, 1), (254, 1), (255, 2), (257, 1), (263, 2), (265, 1), (269, 1), (273, 3)]"
pessoas,"[(1, 1), (6, 1), (11, 1), (12, 1), (15, 2), (28, 1), (29, 1), (30, 3), (32, 12), (33, 4), (34, 1), (36, 3), (38, 1), (45, 2), (53, 2), (58, 1), (63, 5), (65, 1), (66, 4), (68, 2), (70, 1), (72, 1), (74, 2), (77, 2), (78, 1), (80, 1), (81, 1), (85, 6), (94, 1), (95, 3), (96, 1), (103, 1), (104, 1), (105, 1), (107, 1), (109, 1), (112, 1), (122, 1), (126, 1), (127, 1), (128, 1), (130, 1), (131, 1), (133, 1), (135, 2), (136, 3), (138, 1), (143, 1), (144, 3), (146, 3), (147, 1), (150, 3), (152, 1), (160, 4), (163, 3), (169, 1), (170, 1), (172, 1), (176, 2), (177, 1), (179, 1), (183, 1), (186, 1), (187, 11), (188, 3), (192, 1), (193, 5), (197, 6), (199, 1), (202, 2), (203, 4), (204, 2), (205, 3), (206, 6), (216, 1), (218, 3), (219, 2), (220, 1), (224, 3), (227, 1), (230, 2), (234, 3), (239, 1), (240, 1), (247, 1), (249, 11), (250, 1), (252, 1), (254, 8), (263, 3), (266, 6), (270, 1)]"
precisam,"[(1, 2), (12, 1), (61, 1), (77, 1), (118, 1), (128, 1), (158, 1), (187, 1), (193, 1), (254, 4), (263, 1), (264, 1)]"
precisamos,"[(1, 1), (61, 1), (131, 1), (135, 1), (218, 2), (231, 2), (253, 1), (263, 1)]"
agir,"[(1, 2), (14, 1), (32, 1), (44, 1), (72, 1), (111, 1), (197, 1), (253, 1), (266, 1), (270, 1)]"
disse,"[(1, 1), (5, 1), (7, 2), (8, 1), (10, 2), (12, 1), (15, 5), (16, 8), (19, 1), (20, 3), (23, 1), (24, 3), (25, 1), (26, 2), (27, 1), (30, 1), (36, 2), (37, 1), (42, 1), (45, 1), (46, 1), (51, 2), (52, 2), (55, 1), (56, 2), (58, 1), (60, 3), (61, 1), (65, 1), (66, 1), (67, 2), (69, 1), (70, 11), (73, 1), (77, 1), (78, 2), (85, 3), (87, 5), (88, 2), (89, 3), (91, 1), (94, 4), (95, 1), (97, 3), (100, 6), (101, 3), (103, 3), (104, 1), (105, 3), (107, 1), (110, 1), (113, 2), (115, 2), (116, 1), (120, 4), (121, 3), (122, 1), (126, 2), (128, 11), (129, 2), (130, 1), (135, 4), (136, 1), (137, 2), (138, 2), (140, 9), (141, 2), (144, 2), (145, 4), (146, 1), (147, 1), (148, 1), (156, 1), (160, 1), (162, 1), (169, 1), (170, 3), (171, 3), (172, 2), (175, 2), (176, 1), (177, 4), (179, 2), (182, 1), (186, 1), (188, 1), (190, 2), (192, 2), (193, 5), (195, 1), (202, 1), (203, 2), (208, 2), (216, 1), (217, 2), (228, 1), (237, 1), (240, 1), (245, 1), (249, 6), (252, 3), (253, 2), (254, 8), (255, 1), (256, 1), (258, 3), (263, 1), (264, 2), (266, 2), (267, 2), (269, 1), (270, 6), (272, 1), (273, 1), (274, 4)]"
segundo,"[(1, 1), (2, 1), (4, 2), (6, 3), (7, 3), (12, 2), (19, 2), (20, 2), (23, 1), (25, 1), (30, 3), (31, 2), (32, 3), (33, 3), (34, 1), (38, 2), (40, 2), (42, 3), (45, 2), (48, 2), (50, 1), (55, 1), (56, 3), (57, 1), (59, 1), (62, 1), (66, 1), (67, 1), (68, 3), (70, 1), (74, 1), (77, 2), (82, 2), (85, 1), (89, 1), (90, 1), (92, 1), (93, 1), (94, 2), (95, 1), (96, 3), (98, 1), (99, 1), (100, 3), (101, 2), (106, 1), (107, 4), (108, 1), (115, 1), (116, 1), (117, 1), (121, 1), (127, 2), (128, 1), (129, 1), (130, 1), (131, 1), (134, 1), (135, 1), (136, 1), (137, 1), (138, 1), (139, 2), (141, 1), (143, 2), (144, 1), (145, 1), (146, 2), (147, 2), (152, 3), (156, 2), (161, 1), (162, 2), (163, 1), (164, 3), (166, 2), (169, 1), (172, 1), (175, 1), (176, 2), (177, 1), (179, 2), (180, 1), (182, 1), (183, 2), (186, 2), (187, 1), (188, 2), (192, 1), (193, 1), (195, 1), (196, 1), (198, 1), (201, 2), (203, 2), (205, 1), (206, 1), (207, 2), (208, 2), (210, 1), (211, 1), (214, 1), (217, 4), (218, 2), (219, 1), (221, 1), (225, 1), (227, 2), (230, 2), (231, 2), (233, 2), (234, 1), (235, 1), (240, 2), (241, 1), (242, 1), (245, 1), (246, 1), (248, 1), (252, 2), (254, 5), (256, 1), (257, 2), (258, 4), (261, 1), (263, 2), (264, 1), (265, 1), (266, 2), (267, 2), (268, 1), (269, 1), (272, 1), (273, 2), (274, 1), (278, 1)]"
secretário,"[(1, 1), (13, 2), (48, 1), (59, 1), (61, 1), (83, 1), (86, 1), (93, 1), (100, 2), (108, 3), (129, 1), (131, 1), (138, 1), (140, 2), (141, 1), (145, 2), (175, 1), (176, 1), (178, 1), (200, 1), (233, 1), (240, 2), (241, 2), (261, 2), (264, 3), (274, 1)]"
geral,"[(1, 1), (6, 1), (7, 2), (13, 1), (15, 1), (24, 1), (29, 1), (34, 1), (40, 2), (45, 1), (52, 1), (61, 1), (63, 2), (65, 1), (77, 3), (83, 1), (84, 1), (87, 2), (95, 5), (100, 1), (107, 1), (114, 3), (118, 1), (126, 1), (138, 1), (140, 1), (141, 1), (143, 1), (145, 1), (175, 2), (177, 1), (179, 1), (187, 1), (190, 1), (200, 1), (201, 2), (206, 1), (207, 6), (217, 1), (228, 1), (236, 1), (238, 1), (244, 3), (246, 4), (254, 1), (257, 1), (261, 2), (266, 1), (270, 1), (272, 1), (278, 2)]"
onu,"[(1, 2), (5, 1), (6, 1), (51, 1), (70, 3), (94, 3), (97, 1), (127, 2), (135, 1), (139, 1), (141, 1), (145, 1), (146, 3), (150, 1), (173, 3), (174, 6), (176, 1), (205, 1), (215, 1), (235, 5), (246, 2), (266, 1), (274, 1)]"
antónio,"[(1, 1), (145, 1)]"
guterres,"[(1, 1), (145, 1)]"
deve,"[(1, 3), (4, 3), (5, 1), (6, 2), (12, 1), (13, 1), (16, 1), (26, 2), (27, 1), (29, 2), (31, 1), (40, 1), (44, 1), (61, 1), (66, 2), (72, 7), (77, 1), (82, 1), (90, 1), (95, 3), (104, 1), (114, 3), (116, 1), (118, 1), (121, 2), (124, 1), (126, 2), (133, 1), (135, 1), (145, 1), (152, 1), (162, 1), (164, 2), (165, 1), (171, 1), (177, 1), (183, 3), (184, 1), (188, 2), (195, 1), (200, 1), (201, 1), (206, 1), (216, 1), (217, 1), (218, 2), (220, 1), (223, 1), (225, 2), (228, 2), (231, 1), (232, 1), (233, 1), (237, 2), (238, 2), (240, 1), (249, 1), (252, 1), (254, 2), (262, 1), (266, 1), (268, 1), (269, 3), (271, 3), (275, 1), (277, 1), (278, 1)]"
liderar,"[(1, 1), (153, 1), (154, 1), (232, 1)]"
esforços,"[(1, 1), (26, 1), (61, 1), (114, 1), (140, 1), (170, 1), (203, 1)]"
desenvolver,"[(1, 1), (4, 1), (122, 1), (161, 1), (266, 2)]"
plano,"[(1, 1), (42, 1), (68, 1), (79, 1), (107, 1), (121, 1), (133, 1), (134, 2), (136, 1), (152, 1), (157, 1), (164, 1), (184, 1), (217, 1), (227, 1), (230, 1), (234, 6), (240, 1), (267, 2), (274, 1)]"
abrangente,"[(1, 1), (74, 1)]"
resposta,"[(1, 2), (5, 1), (10, 1), (16, 1), (24, 1), (25, 1), (26, 1), (27, 1), (29, 1), (67, 1), (85, 1), (87, 3), (91, 1), (93, 1), (94, 2), (95, 1), (97, 1), (100, 2), (111, 1), (133, 1), (134, 1), (145, 1), (150, 1), (153, 1), (154, 1), (164, 1), (203, 1), (211, 2), (218, 1), (249, 1), (252, 1), (272, 1)]"
dentro,"[(1, 1), (12, 1), (13, 1), (24, 1), (30, 1), (56, 1), (63, 2), (73, 1), (76, 2), (82, 1), (89, 3), (94, 1), (96, 1), (102, 1), (105, 1), (108, 1), (131, 1), (160, 1), (161, 1), (164, 2), (174, 1), (177, 1), (179, 2), (182, 3), (186, 3), (193, 1), (199, 3), (201, 1), (222, 1), (225, 2), (232, 1), (235, 1), (239, 1), (248, 1), (249, 3), (263, 1), (266, 1), (276, 2)]"
nada,"[(1, 1), (6, 1), (7, 1), (17, 1), (19, 2), (27, 1), (53, 2), (61, 1), (66, 4), (70, 2), (76, 1), (83, 2), (88, 1), (100, 2), (102, 1), (103, 3), (105, 1), (110, 1), (117, 1), (118, 1), (128, 1), (130, 1), (133, 1), (138, 1), (152, 2), (162, 1), (176, 1), (177, 3), (179, 2), (184, 1), (188, 2), (193, 1), (195, 1), (218, 2), (222, 1), (224, 2), (234, 1), (245, 1), (246, 1), (249, 6), (252, 1), (263, 1), (267, 1)]"
ser,"[(1, 2), (2, 1), (4, 3), (7, 2), (10, 1), (12, 3), (13, 1), (14, 1), (16, 1), (17, 2), (19, 1), (20, 1), (22, 1), (24, 1), (25, 1), (27, 1), (29, 4), (30, 1), (31, 2), (32, 1), (37, 2), (38, 1), (40, 1), (44, 4), (45, 1), (47, 2), (50, 1), (53, 3), (57, 1), (59, 1), (61, 3), (62, 1), (63, 1), (64, 2), (66, 8), (67, 1), (68, 1), (69, 1), (70, 2), (72, 10), (73, 3), (74, 1), (76, 3), (77, 1), (78, 3), (79, 1), (81, 2), (82, 5), (83, 2), (84, 1), (85, 2), (87, 3), (88, 1), (91, 4), (95, 6), (96, 1), (100, 4), (102, 2), (103, 7), (106, 1), (107, 1), (108, 2), (110, 1), (111, 1), (113, 1), (116, 1), (117, 2), (118, 3), (119, 1), (120, 1), (121, 2), (124, 3), (126, 1), (128, 2), (129, 1), (130, 2), (131, 2), (133, 2), (134, 1), (135, 1), (136, 1), (140, 2), (141, 1), (146, 1), (152, 3), (159, 1), (161, 1), (163, 2), (164, 2), (166, 2), (167, 2), (170, 2), (171, 3), (173, 1), (174, 1), (176, 2), (177, 7), (179, 3), (181, 1), (182, 2), (183, 4), (184, 1), (187, 3), (188, 2), (192, 4), (193, 2), (195, 10), (196, 2), (197, 3), (198, 1), (199, 2), (200, 3), (201, 3), (204, 1), (205, 1), (206, 1), (211, 1), (215, 1), (216, 5), (217, 1), (218, 7), (219, 3), (220, 5), (223, 2), (225, 3), (231, 3), (232, 1), (233, 1), (234, 6), (235, 2), (237, 1), (239, 1), (240, 5), (241, 3), (242, 4), (245, 2), (246, 4), (249, 5), (250, 1), (252, 3), (253, 2), (254, 5), (256, 1), (257, 3), (258, 2), (262, 1), (263, 2), (264, 1), (265, 2), (266, 1), (269, 3), (270, 5), (271, 5), (272, 1), (273, 2), (274, 2), (275, 5), (276, 1), (277, 1), (278, 1)]"
feito,"[(1, 1), (11, 1), (12, 1), (27, 1), (40, 1), (44, 1), (61, 2), (67, 1), (95, 1), (101, 1), (114, 1), (133, 1), (141, 1), (145, 1), (160, 2), (164, 1), (170, 1), (190, 1), (199, 1), (207, 1), (216, 1), (220, 1), (231, 1), (251, 1), (252, 1), (263, 2), (266, 1)]"
diretamente,"[(1, 1), (8, 1), (40, 1), (53, 1), (84, 1), (100, 1), (107, 1), (121, 2), (134, 1), (140, 1), (158, 1), (175, 1), (179, 1), (196, 1), (229, 1), (248, 1), (278, 1)]"
estado,"[(1, 1), (8, 1), (10, 2), (12, 3), (13, 1), (22, 1), (24, 1), (27, 1), (28, 3), (31, 1), (32, 2), (33, 1), (34, 1), (48, 1), (52, 1), (55, 1), (56, 1), (63, 1), (66, 1), (69, 1), (72, 3), (76, 1), (77, 2), (81, 1), (85, 1), (86, 1), (87, 1), (88, 1), (94, 1), (96, 1), (100, 3), (103, 1), (104, 2), (118, 2), (119, 4), (126, 1), (130, 2), (136, 1), (138, 1), (140, 4), (145, 2), (152, 2), (153, 2), (154, 2), (156, 1), (164, 1), (169, 1), (170, 1), (171, 1), (173, 2), (179, 1), (181, 1), (184, 2), (187, 3), (193, 2), (195, 2), (198, 1), (199, 1), (207, 1), (211, 2), (215, 1), (217, 1), (218, 8), (219, 2), (220, 3), (224, 2), (225, 1), (226, 1), (230, 1), (232, 2), (233, 1), (235, 1), (236, 1), (245, 3), (246, 1), (252, 2), (253, 1), (254, 5), (258, 1), (266, 1), (268, 1), (269, 1), (270, 1), (272, 1), (273, 1), (274, 1)]"
toda,"[(1, 1), (4, 1), (5, 1), (17, 4), (18, 1), (32, 1), (38, 1), (53, 1), (57, 1), (63, 1), (66, 2), (68, 1), (70, 1), (72, 1), (77, 1), (85, 2), (94, 1), (95, 1), (97, 1), (105, 1), (107, 1), (108, 1), (129, 1), (130, 1), (134, 1), (160, 1), (161, 1), (163, 1), (168, 1), (169, 1), (179, 1), (184, 1), (187, 1), (202, 1), (205, 1), (206, 1), (216, 1), (218, 3), (222, 1), (232, 1), (247, 1), (249, 1), (254, 1), (261, 1), (263, 1), (267, 1), (270, 1)]"
direcionada,"[(1, 1)]"
países,"[(1, 1), (4, 3), (13, 7), (17, 1), (19, 3), (24, 2), (26, 2), (30, 3), (32, 4), (34, 2), (38, 1), (52, 2), (58, 3), (62, 1), (80, 1), (81, 1), (100, 2), (113, 3), (117, 4), (118, 1), (124, 1), (125, 1), (127, 1), (128, 2), (131, 1), (134, 1), (135, 3), (136, 1), (138, 1), (139, 1), (140, 2), (141, 1), (143, 1), (145, 1), (146, 1), (150, 4), (153, 1), (154, 1), (156, 4), (163, 1), (168, 1), (169, 2), (170, 1), (172, 2), (174, 2), (176, 3), (178, 1), (187, 7), (193, 1), (196, 2), (204, 4), (205, 2), (215, 1), (219, 1), (232, 3), (235, 1), (237, 1), (246, 1), (248, 1), (254, 1), (261, 2), (264, 2), (266, 3), (269, 1), (272, 1)]"
envolver,"[(1, 1), (63, 1), (177, 1), (232, 1)]"
